tag,epoch,train_loss,epoch_seconds,train_s,mse_on,diff_mse,nll_test,nll_test_in_support,cfkl_params,cfkl_params_in_support
E1_UnstructuredNeural_3A/DIML,1,261.75042724609375,0.41148972511291504,0.41148972511291504,0.034201763570308685,0.006293091922998428,1.7605923050540988,1.7605923050540988,0.07874201238155365,0.07679662853479385
E1_UnstructuredNeural_3A/DIML,2,260.1884765625,0.4171922206878662,0.4171922206878662,0.0369560532271862,0.005568283144384623,1.7621662515704914,1.7621662515704914,0.046907007694244385,0.06274433434009552
E1_UnstructuredNeural_3A/DIML,3,259.197021484375,0.5353801250457764,0.5353801250457764,0.03558987006545067,0.004411816131323576,1.7630872160701427,1.7630872160701427,0.05082792043685913,0.04386691004037857
E1_UnstructuredNeural_3A/DIML,4,259.01808166503906,0.40633678436279297,0.40633678436279297,0.029881201684474945,0.0034214784391224384,1.758086598525613,1.758086598525613,0.04264642670750618,0.049183256924152374
E1_UnstructuredNeural_3A/DIML,5,258.6157989501953,0.3926727771759033,0.3926727771759033,0.02934475615620613,0.003516293363645673,1.761935793747336,1.761935793747336,0.04524603858590126,0.04582911357283592
E1_UnstructuredNeural_3A/DIML,6,258.67218017578125,0.3881831169128418,0.3881831169128418,0.031938791275024414,0.0041679204441607,1.7665752677594202,1.7665752677594202,0.047472432255744934,0.056450918316841125
E1_UnstructuredNeural_3A/DIML,7,258.6436462402344,0.5262997150421143,0.5262997150421143,0.030840085819363594,0.00326467864215374,1.7633408186799389,1.7633408186799389,0.05509324371814728,0.04894112050533295
E1_UnstructuredNeural_3A/DIML,8,258.5520935058594,0.5196192264556885,0.5196192264556885,0.02915192022919655,0.0027836060617119074,1.7573131666345112,1.7573131666345112,0.040044330060482025,0.04815182089805603
E1_UnstructuredNeural_3A/DIML,9,258.7869110107422,0.38563990592956543,0.38563990592956543,0.03023914061486721,0.0034080520272254944,1.7568433123119807,1.7568433123119807,0.049976956099271774,0.045977942645549774
E1_UnstructuredNeural_3A/DIML,10,258.89637756347656,0.38691282272338867,0.38691282272338867,0.0322396382689476,0.0029687355272471905,1.7592670190132271,1.7592670190132271,0.03935958072543144,0.041926514357328415
E1_UnstructuredNeural_3A/DIML,11,258.5280456542969,0.385420560836792,0.385420560836792,0.03199787810444832,0.0027133862022310495,1.7600931777792461,1.7600931777792461,0.040097616612911224,0.04626891762018204
E1_UnstructuredNeural_3A/DIML,12,258.74159240722656,0.3970041275024414,0.3970041275024414,0.030112747102975845,0.0030272272415459156,1.7599339464963493,1.7599339464963493,0.03646114468574524,0.047618623822927475
E1_UnstructuredNeural_3A/DIML,13,258.49803161621094,0.4048147201538086,0.4048147201538086,0.029680339619517326,0.0021911587100476027,1.7603711677809892,1.7603711677809892,0.035628341138362885,0.04378172755241394
E1_UnstructuredNeural_3A/DIML,14,258.2993927001953,0.38945722579956055,0.38945722579956055,0.030840452760457993,0.002265772083774209,1.7615525419429197,1.7615525419429197,0.0432831346988678,0.037194348871707916
E1_UnstructuredNeural_3A/DIML,15,258.21368408203125,0.3920776844024658,0.3920776844024658,0.030431795865297318,0.0026648736093193293,1.759875895613331,1.759875895613331,0.04056422784924507,0.04266279935836792
E1_UnstructuredNeural_3A/DIML,16,258.3623352050781,0.3901834487915039,0.3901834487915039,0.030063819140195847,0.00250101531855762,1.7576876333204365,1.7576876333204365,0.03993145748972893,0.035530030727386475
E1_UnstructuredNeural_3A/DIML,17,258.2987060546875,0.38642048835754395,0.38642048835754395,0.03133002296090126,0.0027499389834702015,1.759082470910024,1.759082470910024,0.03903617337346077,0.04312320798635483
E1_UnstructuredNeural_3A/DIML,18,258.73486328125,0.4006016254425049,0.4006016254425049,0.03201959282159805,0.003052680753171444,1.7624780687235169,1.7624780687235169,0.03483984246850014,0.0418170765042305
E1_UnstructuredNeural_3A/DIML,19,258.7914733886719,0.4039909839630127,0.4039909839630127,0.029965711757540703,0.0021956905256956816,1.7597058001211134,1.7597058001211134,0.03873201832175255,0.035442814230918884
E1_UnstructuredNeural_3A/DIML,20,258.6402587890625,0.5437366962432861,0.5437366962432861,0.03025681897997856,0.0023123607970774174,1.757940803543996,1.757940803543996,0.03451401740312576,0.03221239894628525
E1_UnstructuredNeural_3A/DIML,21,258.3902893066406,0.6024725437164307,0.6024725437164307,0.031941305845975876,0.00315540237352252,1.7593795485415702,1.7593795485415702,0.04723241180181503,0.04649572819471359
E1_UnstructuredNeural_3A/DIML,22,258.30699157714844,0.4047362804412842,0.4047362804412842,0.031698159873485565,0.0024989494122564793,1.7596425808082192,1.7596425808082192,0.04277690872550011,0.04520440846681595
E1_UnstructuredNeural_3A/DIML,23,258.356201171875,0.40302085876464844,0.40302085876464844,0.030707284808158875,0.002387989778071642,1.7591105133800182,1.7591105133800182,0.0401407927274704,0.03815867006778717
E1_UnstructuredNeural_3A/DIML,24,258.4364929199219,0.3852097988128662,0.3852097988128662,0.03151796758174896,0.0026022677775472403,1.7608344130596871,1.7608344130596871,0.033162958920001984,0.039124809205532074
E1_UnstructuredNeural_3A/DIML,25,257.91107177734375,0.38747692108154297,0.38747692108154297,0.03177081048488617,0.0022966829128563404,1.7608602471270804,1.7608602471270804,0.03540680557489395,0.03723927214741707
E1_UnstructuredNeural_3A/DIML,26,258.4429931640625,0.4004373550415039,0.4004373550415039,0.031543485820293427,0.0025262103881686926,1.7590653209363,1.7590653209363,0.03278706967830658,0.03649775683879852
E1_UnstructuredNeural_3A/DIML,27,258.1631774902344,0.3962669372558594,0.3962669372558594,0.03271870315074921,0.00261592585593462,1.7592482364783852,1.7592482364783852,0.03643551468849182,0.04424010217189789
E1_UnstructuredNeural_3A/DIML,28,258.3073272705078,0.4056885242462158,0.4056885242462158,0.03277213126420975,0.00250985031016171,1.7596486645229792,1.7596486645229792,0.0366685576736927,0.032075800001621246
E1_UnstructuredNeural_3A/DIML,29,258.531494140625,0.40035581588745117,0.40035581588745117,0.032224733382463455,0.0025949222035706043,1.757832114979372,1.757832114979372,0.035280391573905945,0.04160057008266449
